target,opinion,sentiment,reviewID,item
detailing,incredible,POS,4070,Assembly Square
external street,incredible,POS,4070,Assembly Square
police station,incredible,POS,4085,Assembly Square
police station modular,incredible,POS,4085,Assembly Square
build fun,incredible,POS,4085,Assembly Square
builds,incredible,POS,4085,Assembly Square
lego creator expert assembly square,incredible,POS,4199,Assembly Square
build,incredible,POS,4199,Assembly Square
detail,incredible,POS,4307,Assembly Square
detail,incredible,POS,4391,Haunted House
set,incredible,POS,4393,Haunted House
details,incredible,POS,4462,Haunted House
build,incredible,POS,4764,NASA Space Shuttle Discovery
details,incredible,POS,4803,NASA Space Shuttle Discovery
detail,incredible,POS,4810,NASA Space Shuttle Discovery
display piece,incredible,POS,4842,NASA Space Shuttle Discovery
detail,incredible,POS,4846,NASA Space Shuttle Discovery
detail,incredible,POS,4847,NASA Space Shuttle Discovery
set,incredible,POS,4883,NASA Space Shuttle Discovery
lego set,incredible,POS,4962,Police Station
set,incredible,POS,4971,Police Station
police station,incredible,POS,5039,Police Station
look,incredible real,POS,213,New York City
section,independent,NEG,4595,Ghostbusters™ ECTO-1
built,independently,POS,2120,Police Patrol Boat
packages,individual,NEU,1852,Wildlife Rescue Camp
set,inevitable,NEU,1450,The Mandalorian™ & the Child
possibilities,infinite,POS,2558,Road Plates
price,inflated,NEG,710,Classic TV Series Batman™ Cowl
price,inflated,NEG,1821,Town Center
price,inflated,NEG,1984,School Day
arm pieces,ingenious,POS,68,Statue of Liberty
mechanism design,ingenious,POS,969,1989 Batmobile™
design,ingenious,POS,3541,Space Shuttle Adventure
garage doors,ingenious,POS,4107,Assembly Square
windows,ingenious,POS,4107,Assembly Square
techniques,ingenious,POS,4334,Haunted House
shape,ingenious,POS,4496,Boutique Hotel
features,ingenious,POS,4868,NASA Space Shuttle Discovery
techniques,ingenious,POS,4868,NASA Space Shuttle Discovery
display,ingenious,POS,4938,Police Station
touch,ingenious,POS,4938,Police Station
alcove,ingenious,POS,4961,Police Station
price,inline,POS,5008,Police Station
techniques,innovative,POS,711,Classic TV Series Batman™ Cowl
app,innovative,POS,1198,BOOST Creative Toolbox
bb brick sketches,innovative,POS,1636,First Order Stormtrooper™
lego set,innovative,POS,1636,First Order Stormtrooper™
part usage,innovative,POS,3444,Ferris Wheel
set,innovative,POS,4124,Assembly Square
pieces,innovative,POS,4124,Assembly Square
hallowe en specials,inopportune,NEU,1529,Frankenstein
techniques,insane,NEG,776,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
sale price,insane,NEG,2824,Skate Park
blue quarter circle piece,insignificant,NEG,731,Classic TV Series Batman™ Cowl
brick,insignificant,NEG,4569,Ghostbusters™ ECTO-1
train,inspiration,POS,1648,Passenger Train
details,inspire,POS,3282,Medieval Castle
quality,inspired,POS,142,The White House
detail,inspired,POS,142,The White House
london eye,inspired,POS,379,London
build technique for the national gallery stairs,inspired,POS,431,Trafalgar Square
show,inspiring,POS,1579,Chip & Dale
design,inspiring,POS,3853,Colosseum
build experience,inspiring,POS,4676,Ghostbusters™ ECTO-1
building,instable,NEG,438,Dubai
lights,installs,NEU,4544,Boutique Hotel
brick ratio,instilled,POS,998,1989 Batmobile™
brick ratio,instilled faith,POS,998,1989 Batmobile™
architecture,instructive,POS,3963,Colosseum
track add on box,insufficient,NEG,2618,Tracks
pieces,insufficient,NEG,2618,Tracks
oval,insufficient,NEG,2618,Tracks
face,insult,NEG,47,Statue of Liberty
credit card,insult,NEU,1224,BOOST Creative Toolbox
pieces,intact,NEG,2719,Demolition Stunt Bike
chain,intact,NEU,4315,Haunted House
build,integral,POS,755,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
execution,intelligent,POS,3462,Caravan Family Holiday
design,intelligent,POS,3462,Caravan Family Holiday
design,intelligent,POS,4622,Ghostbusters™ ECTO-1
effect,intended,NEG,461,LEGO® DC Batman™ Batmobile™ Tumbler
marina bay,intense,NEU,273,Singapore
set,interactive,POS,1728,Rocket Launch Center
aspect,interactive,POS,1800,Stunt Show Arena
features,interactive,POS,2078,Fire Command Unit
wheels,interactive,NEU,2253,Lunar Roving Vehicle
ferris wheel,interactive,POS,3457,Ferris Wheel
drone ship,interactive,NEU,3788,Cyber Drone
lunar vehicle,interest,NEU,2260,Lunar Roving Vehicle
app,interested,NEU,1177,BOOST Creative Toolbox
building techniques,interesting,POS,15,Statue of Liberty
architecture series,interesting,POS,23,Statue of Liberty
building techniques,interesting,POS,43,Statue of Liberty
techniques,interesting,POS,50,Statue of Liberty
city skylines sets,interesting,POS,59,Statue of Liberty
building techniques,interesting,POS,69,Statue of Liberty
techniques,interesting,POS,71,Statue of Liberty
pieces,interesting,POS,90,Statue of Liberty
taj mahal architecture set,interesting,POS,108,Taj Mahal
mahal architecture set,interesting,POS,108,Taj Mahal
build techniques,interesting,POS,147,The White House
sets,interesting,POS,195,New York City
gt3 rs,interesting,POS,195,New York City
idea,interesting,POS,205,New York City
sets,interesting,POS,205,New York City
assembly,interesting,POS,219,New York City
assembly twists,interesting,POS,219,New York City
playibility,interesting,POS,229,New York City
looking,interesting,POS,229,New York City
building techniques,interesting,POS,238,New York City
build,interesting,POS,255,Singapore
build,interesting,POS,288,Singapore
pieces,interesting,POS,292,Singapore
city,interesting,POS,324,Tokyo
city skylines,interesting,POS,328,Paris
build technique,interesting,POS,329,Paris
landmarks,interesting,NEU,382,London
build,interesting,POS,388,London
set,interesting,POS,414,Trafalgar Square
instruction booklet,interesting,POS,415,Trafalgar Square
techniques,interesting,POS,422,Trafalgar Square
building techniques,interesting,POS,425,Trafalgar Square
stairs,interesting,POS,425,Trafalgar Square
building techniques,interesting,POS,455,Dubai
building techniques,interesting,POS,522,1989 Batwing
building techniques,interesting,POS,552,1989 Batwing
minifigure selection,interesting,POS,552,1989 Batwing
build techniques,interesting,POS,569,1989 Batwing
techniques,interesting,POS,575,1989 Batwing
build techniques,interesting,POS,588,1989 Batwing
technic batman,interesting,POS,619,THE BATMAN - BATMOBILE™
build,interesting,POS,619,THE BATMAN - BATMOBILE™
build,interesting,POS,759,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
blue flames,interesting,POS,805,Batmobile™: The Penguin™ Chase
set,interesting,POS,805,Batmobile™: The Penguin™ Chase
building experience,interesting,POS,808,Batmobile™: The Penguin™ Chase
build,interesting,POS,919,1989 Batmobile™
angles,interesting,POS,928,1989 Batmobile™
build sections,interesting,POS,928,1989 Batmobile™
step,interesting,POS,945,1989 Batmobile™
features,interesting,POS,952,1989 Batmobile™
build,interesting,POS,956,1989 Batmobile™
build,interesting,POS,958,1989 Batmobile™
building options,interesting,POS,961,1989 Batmobile™
techniques,interesting,POS,961,1989 Batmobile™
build process,interesting,POS,1024,1989 Batmobile™
building techniques,interesting,POS,1037,1989 Batmobile™
building experience,interesting,POS,1059,1989 Batmobile™
size,interesting,POS,1059,1989 Batmobile™
building,interesting,POS,1095,1989 Batmobile™
step,interesting,POS,1101,1989 Batmobile™
building,interesting,POS,1238,Spice Girls Tribute
process,interesting,POS,1304,Woody and Bo Peep
build,interesting,POS,1304,Woody and Bo Peep
build process,interesting,POS,1304,Woody and Bo Peep
building techniques,interesting,POS,1441,The Mandalorian™ & the Child
mandalorian,interesting,POS,1464,The Mandalorian™ & the Child
pram,interesting,POS,1464,The Mandalorian™ & the Child
techniques,interesting,POS,1464,The Mandalorian™ & the Child
builds,interesting,POS,1494,The Mandalorian™ & the Child
character,interesting,NEU,1632,Minnie Mouse
tiles,interesting,NEU,1632,Minnie Mouse
brick sketches,interesting,POS,1632,Minnie Mouse
minifigures,interesting,NEU,1674,Passenger Train
interior,interesting,POS,1740,Hospital
ground floor waiting area,interesting,POS,1740,Hospital
lego build,interesting,POS,1753,Lunar Research Base
build,interesting,POS,1753,Lunar Research Base
techniques,interesting,POS,1926,Ocean Exploration Base
build,interesting,POS,2029,Stunt Show Truck
siren noises,interesting,NEU,2136,Wildlife Rescue Off-Roader
story line,interesting,POS,2209,Fire Rescue & Police Chase
pieces,interesting,POS,2409,Police Prisoner Transport
set,interesting,POS,2419,Police Prisoner Transport
clara the criminal figure,interesting,POS,2426,Police Prisoner Transport
spin,interesting,POS,2448,Stunt Competition
set,interesting,POS,2455,Stunt Competition
city theme,interesting,POS,2514,Ice-Cream Truck
set,interesting,POS,2514,Ice-Cream Truck
pieces,interesting,POS,2577,Road Plates
details,interesting,POS,2656,Fire Helicopter
roasting hot dog,interesting,POS,2656,Fire Helicopter
garbage pail fire,interesting,POS,2656,Fire Helicopter
street furniture,interesting,POS,2834,LEGO® City Advent Calendar
bricks,interesting,POS,2907,Bricks and Functions
functions,interesting,POS,2907,Bricks and Functions
movement mechanism,interesting,POS,2907,Bricks and Functions
shapes,interesting,POS,2949,LEGO® Creative Bricks
castle,interesting,POS,3322,Medieval Castle
build,interesting,POS,3352,Medieval Castle
ship build,interesting,POS,3357,Pirate Ship
set,interesting,NEU,3357,Pirate Ship
set,interesting,POS,3388,Pirate Ship
build,interesting,POS,3415,Ferris Wheel
build,interesting,POS,3415,Ferris Wheel
building process,interesting,POS,3522,Majestic Tiger
parts,interesting,POS,3558,Crocodile
legs,interesting,POS,3674,Deep Sea Creatures
pinchers,interesting,POS,3674,Deep Sea Creatures
notes,interesting,POS,3839,Colosseum
instructions book,interesting,NEU,3839,Colosseum
build,interesting,POS,3856,Colosseum
display,interesting,POS,3868,Colosseum
step,interesting,NEU,3894,Colosseum
set,interesting,POS,3919,Colosseum
build,interesting,POS,3919,Colosseum
build,interesting,POS,3960,Colosseum
stadium,interesting,POS,3986,Camp Nou – FC Barcelona
build,interesting,POS,3986,Camp Nou – FC Barcelona
instruction manual,interesting,NEU,4013,Old Trafford - Manchester United
stadium,interesting,NEU,4013,Old Trafford - Manchester United
read,interesting,POS,4025,Old Trafford - Manchester United
details,interesting,POS,4059,Assembly Square
techniques,interesting,POS,4088,Assembly Square
details,interesting,POS,4088,Assembly Square
architectural set,interesting,POS,4102,Assembly Square
techniques,interesting,POS,4109,Assembly Square
build,interesting,POS,4120,Assembly Square
pieces,interesting,POS,4124,Assembly Square
set,interesting,POS,4196,Assembly Square
tiles,interesting,POS,4201,Assembly Square
techniques,interesting,POS,4309,Assembly Square
parts usage,interesting,POS,4309,Assembly Square
details,interesting,POS,4313,Haunted House
play features,interesting,POS,4352,Haunted House
hidden clues,interesting,NEU,4378,Haunted House
easter eggs,interesting,POS,4378,Haunted House
build,interesting,POS,4391,Haunted House
house,interesting,POS,4409,Haunted House
set,interesting,POS,4411,Haunted House
parts,interesting,POS,4420,Haunted House
build,interesting,POS,4445,Haunted House
everest,interesting,POS,4450,Haunted House
back story,interesting,NEU,4465,Haunted House
flesh tone,interesting,POS,4472,Boutique Hotel
techniques,interesting,POS,4480,Boutique Hotel
builds,interesting,POS,4492,Boutique Hotel
details,interesting,POS,4501,Boutique Hotel
angled building,interesting,POS,4529,Boutique Hotel
shape,interesting,POS,4529,Boutique Hotel
building techniques,interesting,POS,4530,Boutique Hotel
pieces,interesting,POS,4530,Boutique Hotel
look,interesting,POS,4538,Boutique Hotel
build,interesting,POS,4541,Boutique Hotel
build techniques,interesting,POS,4589,Ghostbusters™ ECTO-1
building techniques,interesting,POS,4601,Ghostbusters™ ECTO-1
build,interesting,POS,4602,Ghostbusters™ ECTO-1
techniques,interesting,POS,4602,Ghostbusters™ ECTO-1
build,interesting,POS,4603,Ghostbusters™ ECTO-1
kit,interesting,POS,4606,Ghostbusters™ ECTO-1
build,interesting,POS,4606,Ghostbusters™ ECTO-1
techniques,interesting,POS,4619,Ghostbusters™ ECTO-1
construction,interesting,POS,4621,Ghostbusters™ ECTO-1
build,interesting,POS,4625,Ghostbusters™ ECTO-1
front door mechanism,interesting,NEU,4651,Ghostbusters™ ECTO-1
build,interesting,POS,4651,Ghostbusters™ ECTO-1
bulding techniques,interesting,POS,4662,Ghostbusters™ ECTO-1
build,interesting,POS,4665,Ghostbusters™ ECTO-1
building techniques,interesting,POS,4668,Ghostbusters™ ECTO-1
pieces,interesting,POS,4674,Ghostbusters™ ECTO-1
build,interesting,POS,4674,Ghostbusters™ ECTO-1
building techniques,interesting,POS,4781,NASA Space Shuttle Discovery
factoids,interesting,POS,4787,NASA Space Shuttle Discovery
building techniques,interesting,POS,4947,Police Station
details,interesting,POS,4958,Police Station
set details,interesting,POS,4959,Police Station
snot architecture,interesting,POS,4981,Police Station
details,interesting,POS,5039,Police Station
design,interesting,POS,5095,Bookshop
modular buildings,interesting,NEU,5108,Bookshop
interior details,interesting,POS,5116,Bookshop
exterior stairs,interesting,POS,5143,Bookshop
build experience,interesting,POS,5187,Bookshop
elements features,interesting,POS,5187,Bookshop
roof texture,interesting,POS,5187,Bookshop
techniques,interesting good,POS,5147,Bookshop
coat hooks,interfered,NEG,5110,Bookshop
build,intermediate,POS,262,Singapore
build,intermediate,NEG,329,Paris
building,intermittent,NEG,5122,Bookshop
pattern,interrupted,NEG,117,Taj Mahal
build,intimidated,NEG,909,1989 Batmobile™
legos,into,POS,1957,Fire Station
building,intricacies,NEU,2237,Ice Cream Truck Police Chase
pieces,intricate,POS,104,Taj Mahal
pieces,intricate,POS,185,New York City
detail,intricate,POS,524,1989 Batwing
frame,intricate,NEG,694,Batman™ Cowl
body,intricate,POS,939,1989 Batmobile™
parts,intricate,NEG,1012,1989 Batmobile™
design,intricate,NEG,1995,Stunt Show Truck
details,intricate,POS,2035,Family House
section,intricate,NEU,3295,Medieval Castle
lego sets,intricate,POS,3296,Medieval Castle
details,intricate,POS,3367,Pirate Ship
build,intricate,POS,3442,Ferris Wheel
wheel,intricate,NEG,3442,Ferris Wheel
colour scheme,intricate,POS,3529,Surfer Beach House
details,intricate,POS,3529,Surfer Beach House
detail,intricate,POS,3895,Colosseum
parts,intricate,POS,3931,Colosseum
design,intricate,POS,4069,Assembly Square
drum kit,intricate,NEU,4069,Assembly Square
detailing,intricate,POS,4115,Assembly Square
design,intricate,POS,4191,Assembly Square
designs,intricate,POS,4199,Assembly Square
details,intricate,POS,4250,Assembly Square
build,intricate,POS,4281,Assembly Square
detail,intricate,POS,4281,Assembly Square
sets,intricate,NEG,4602,Ghostbusters™ ECTO-1
piece,intricate,POS,4852,NASA Space Shuttle Discovery
design,intricate,POS,4938,Police Station
formation,intricate,POS,4938,Police Station
design,intricate,POS,5059,Police Station
details,intricate,POS,5183,Bookshop
function,intrigue,POS,2914,Bricks and Functions
brick headz,intrigued,POS,1509,German Shepherd
brick headz format,intrigued,POS,1509,German Shepherd
lego fire rescue helicopter set,intrigued,POS,2217,Fire Rescue Helicopter
ballerina room,intrigued,POS,4103,Assembly Square
dentist s office,intrigued,POS,4103,Assembly Square
dentist s office and the photograph studio,intrigued,POS,4103,Assembly Square
photograph studio,intrigued,POS,4103,Assembly Square
building experience,intrigued,POS,4107,Assembly Square
modular buildings,intrigued,POS,4189,Assembly Square
escape crack,intrigued,POS,4973,Police Station
spoon,intrigued,POS,4973,Police Station
part count,intriguing,POS,1000,1989 Batmobile™
detectives office,intriguing,POS,4944,Police Station
feature,intriguing,POS,5068,Bookshop
details,intriguing,POS,5153,Bookshop
structure,intriguing,POS,5153,Bookshop
build,intriguing,POS,5153,Bookshop
programming aspect,introduce,NEU,1169,BOOST Creative Toolbox
adventure,intrusive,NEG,3994,Camp Nou – FC Barcelona
coding,intuitive,POS,1144,BOOST Creative Toolbox
build,intuitive,POS,1144,BOOST Creative Toolbox
program blocks,intuitive,POS,1164,BOOST Creative Toolbox
use,intuitive,POS,1670,Passenger Train
instructions,intuitive,POS,2137,Wildlife Rescue Off-Roader
build,intuitive,POS,2649,Tractor
tool,invalualbe,POS,3132,Brick Separator
street space,inventive,POS,5126,Bookshop
set,involved,NEG,351,London
